series,date,adj_close,ret,ret_w,ret_vol_scaled,ret_vol_scaled_w,vol_20,vol_60,rv_20_annual,rv_60_annual,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-04T00:00:00.000000,0.8565,,,,,,,,,,0.0,0.0,0.0,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-05T00:00:00.000000,0.8558,-0.0008176137814581708,-0.0008176137814581708,,,,,,,,-0.000055840455840394654,-0.00001116809116807893,-0.00004467236467231572,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-06T00:00:00.000000,0.8513,-0.005272111092705173,-0.005272111092705173,,,,,,,,-0.0004579281012330183,-0.00010052009318106682,-0.0003574080080519515,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-07T00:00:00.000000,0.8442,-0.008375159541612998,-0.008375159541612998,,,,,,,,-0.0013341172467543627,-0.000347239523895726,-0.0009868777228586368,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-10T00:00:00.000000,0.8458,0.0018934916899898957,0.0018934916899898957,,,,,,,,-0.0018777512810317365,-0.0006533418753229281,-0.0012244094057088084,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-11T00:00:00.000000,0.8449,-0.001064647879589098,-0.001064647879589098,,,,,,,,-0.0023540713787586487,-0.000993487776010072,-0.0013605836027485766,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-12T00:00:00.000000,0.8559,0.012935269728764881,0.012935269728764881,,,,,,,,-0.0018229367387582185,-0.0011593775685597013,-0.0006635591701985172,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-13T00:00:00.000000,0.8537,-0.002573702871303263,-0.002573702871303263,,,,,,,,-0.0015615299782022474,-0.0012398080504882106,-0.00032172192771403674,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-14T00:00:00.000000,0.8476,-0.007171017622116693,-0.007171017622116693,,,,,,,,-0.0018255385848526817,-0.0013569541573611051,-0.0004685844274915766,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-17T00:00:00.000000,0.8452,-0.002835540652242452,-0.002835540652242452,,,,,,,,-0.0022030320677287607,-0.0015261697394346363,-0.0006768623282941244,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-18T00:00:00.000000,0.8435,-0.0020133837558785617,-0.0020133837558785617,,,,,,,,-0.002609295827044944,-0.0017427949569566981,-0.0008665008700882459,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-19T00:00:00.000000,0.8432,-0.00035572419892521134,-0.00035572419892521134,,,,,,,,-0.002921789703123956,-0.0019785939061901497,-0.0009431957969338062,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-20T00:00:00.000000,0.8404,-0.003326208816252424,-0.003326208816252424,,,,,,,,-0.0033566861621247,-0.00225421235737706,-0.0011024738047476401,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-21T00:00:00.000000,0.8436,0.0038004796337741675,0.0038004796337741675,,,,,,,37.27389355654527,-0.0034038935170441764,-0.0024841485893104835,-0.0009197449277336929,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-24T00:00:00.000000,0.8452,0.0018948371372820294,0.0018948371372820294,,,,,,,40.86724867283086,-0.003274453199479055,-0.0026422095113441983,-0.0006322436881348566,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-25T00:00:00.000000,0.8381,-0.008435860637041132,-0.008435860637041132,,,,,,,32.08387001764835,-0.0037021059056662198,-0.0028541887902086027,-0.0008479171154576171,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-26T00:00:00.000000,0.8447,0.007844109628590529,0.007844109628590529,,,,,,,44.10919541952218,-0.0034684764771157894,-0.0029770463275900403,-0.0004914301495257492,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-27T00:00:00.000000,0.8445,-0.00023679848559618466,-0.00023679848559618466,,,,,,,43.855786699264726,-0.003261861096033658,-0.003034009281278764,-0.00022785181475489403,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-28T00:00:00.000000,0.8427,-0.002133713469547105,-0.002133713469547105,,,,,,,41.54258688228363,-0.0032064004858294304,-0.0030684875221888975,-0.00013791296364053284,,,
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-01-31T00:00:00.000000,0.8411,-0.0019004638099161253,-0.0019004638099161253,,,,,,,39.54585665689688,-0.003254043591956246,-0.0031055987361423678,-0.00014844485581387828,0.846395,0.8571491864553024,0.8356408135446977
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-02-01T00:00:00.000000,0.8398,-0.0015467907182986629,-0.0015467907182986629,-0.303370981699785,-0.303370981699785,0.005098677235482471,,0.08093899188283758,,37.94981729554103,-0.0033579913977027642,-0.0031560772684544472,-0.000201914129248317,0.8455600000000001,0.8555788033742531,0.8355411966257471
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-02-02T00:00:00.000000,0.8382,-0.001907032759121824,-0.001907032759121824,-0.37373614190368465,-0.37373614190368465,0.005102617984463714,,0.08100154933353979,,36.022817782828724,-0.0035287996056498905,-0.003230621735893536,-0.00029817786975635434,0.8446800000000001,0.8539775605175828,0.8353824394824174
SWISS FRANC_US DOLLAR - CHFUSD Curncy Curncy,2005-02-03T00:00:00.000000,0.8319,-0.0075444942011290705,-0.0075444942011290705,-1.4437418942263547,-1.4437418942263547,0.005225653027940893,,0.08295467009905959,,29.640690247581972,-0.004124973562239398,-0.003409492101162709,-0.000715481461076689,0.8437100000000003,0.8540850510460677,0.8333349489539329
