series,date,adj_close,ret,ret_w,ret_vol_scaled,ret_vol_scaled_w,vol_20,vol_60,rv_20_annual,rv_60_annual,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-01-09T00:00:00.000000,1103.16,,,,,,,,,,0.0,0.0,0.0,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-01-16T00:00:00.000000,1105.88,0.0024626094363231488,0.0024626094363231488,,,,,,,,0.2169800569799918,0.04339601139599836,0.17358404558399343,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-01-23T00:00:00.000000,1107.23,0.0012200027720679074,0.0012200027720679074,,,,,,,,0.49219827761135093,0.13315646463906888,0.35904181297228205,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-01-30T00:00:00.000000,1108.56,0.0012004749184049146,0.0012004749184049146,,,,,,,,0.8083128575633509,0.2681877432239253,0.5401251143394257,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-02-06T00:00:00.000000,1109.61,0.0009467264262204012,0.0009467264262204012,,,,,,,,1.130530116983664,0.44065621797587307,0.6898738990077908,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-02-13T00:00:00.000000,1110.71,0.0009908482470972757,0.0009908482470972757,,,,,,,,1.457845290410205,0.6440940324627396,0.8137512579474655,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-02-20T00:00:00.000000,1111.22,0.0004590603744993871,0.0004590603744993871,,,,,,,,1.7383589414946528,0.8629470142691222,0.8754119272255305,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-02-27T00:00:00.000000,1110.26,-0.000864288726218021,-0.000864288726218021,,,,,,,,1.8617430391648213,1.0627062192482621,0.7990368199165592,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-03-05T00:00:00.000000,1111.65,0.0012511759534188371,0.0012511759534188371,,,,,,,,2.0480782377476316,1.259780622948136,0.7882976147994956,,,
Morningstar LSTA US Leveraged - SPBDLL Index Index,2004-03-12T00:00:00.000000,1112.5,0.0007643369749175122,0.0007643369749175122,,,,,,,,2.2385336983156776,1.4555312380216445,0.7830024602940331,,,
