date,adj_close,volume,ret,ret_w,ret_vol_scaled,ret_vol_scaled_w,vol_20,vol_60,rv_20_annual,rv_60_annual,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower
1999-03-19,23.4062,3062800.0,,,,,,,,,,0.0,0.0,0.0,,,
1999-03-22,23.4688,1260600.0,0.002670934921179313,0.002670934921179313,,,,,,,,0.004993732193735667,0.0009987464387471335,0.003994985754988534,,,
1999-03-23,22.5625,2888800.0,-0.039382643361715264,-0.039382643361715264,,,,,,,,-0.06344814408973676,-0.011890631666949645,-0.05155751242278711,,,
1999-03-24,22.9688,2822400.0,0.017847537188389495,0.017847537188389495,,,,,,,,-0.08393624494898333,-0.02629975432335638,-0.05763649062562695,,,
1999-03-25,23.7188,3109200.0,0.03213120934908309,0.03213120934908309,,,,,,,,-0.03920257758857559,-0.028880318976400223,-0.01032225861217537,,,
1999-03-26,23.4062,1706000.0,-0.013267038096936634,-0.013267038096936634,,,,,,,,-0.02864483162143472,-0.028833221505407125,0.0001883898839724063,,,
1999-03-29,23.625,2390400.0,0.009304528846170612,0.009304528846170612,,,,,,,,-0.0025925254463636804,-0.023585082293598437,0.020992556847234757,,,
1999-03-30,23.4688,1858600.0,-0.006633593924991299,-0.006633593924991299,,,,,,,,0.0053879711346311865,-0.017790471607952513,0.0231784427425837,,,
1999-03-31,22.9688,2315400.0,-0.02153510617332577,-0.02153510617332577,,,,,,,,-0.028306944320537042,-0.019893766150469422,-0.00841317817006762,,,
1999-04-01,23.4688,2597600.0,0.02153510617332577,0.02153510617332577,,,,,,,,-0.014497468459826024,-0.018814506612340742,0.004317038152514718,,,
1999-04-05,24.5312,2814600.0,0.04427389730922915,0.04427389730922915,,,,,,,,0.08123699232517723,0.0011957931751628527,0.08004119915001437,,,
1999-04-06,24.1875,1858600.0,-0.014109805974043876,-0.014109805974043876,,,,,,,,0.12789918248635956,0.026536471037402195,0.10136271144895737,,,
1999-04-07,24.25,2352800.0,0.0025806465934916645,0.0025806465934916645,,,,,,,,0.1679860929261885,0.054826395415159455,0.11315969751102903,,,
1999-04-08,24.3125,1529800.0,0.0025740039951731575,0.0025740039951731575,,,,,,,,0.20246460004655376,0.08435403634143832,0.11811056370511544,,,
1999-04-09,24.375,1776600.0,0.002567395505245873,0.002567395505245873,,,,,,,65.33228430425098,0.23215614152208985,0.11391445737756863,0.11824168414452123,,,
1999-04-12,25.6875,4569400.0,0.052446475372542434,0.052446475372542434,,,,,,,75.25738139199244,0.35747394590865866,0.16262635508378664,0.19484759082487202,,,
1999-04-13,27.375,7425600.0,0.06362569588021127,0.05488242702258602,,,,,,,82.2811966300731,0.5861990183379184,0.24734088773461302,0.3388581306033054,,,
1999-04-14,30.3438,12250600.0,0.1029620251393637,0.05488242702258602,,,,,,,88.47808736995897,0.9955465933940317,0.39698202886649675,0.598564564527535,,,
1999-04-15,30.9062,14420800.0,0.018364597749894962,0.018364597749894962,,,,,,,89.24541718370091,1.3497790628152693,0.5875414356562513,0.762237627159018,,,
1999-04-16,31.9062,11939200.0,0.031843537246700304,0.031843537246700304,,,,,,,90.46178264801314,1.6917016065177748,0.808373469828556,0.8833281366892188,25.046879999999998,30.654191046951393,19.439568953048603
1999-04-19,30.875,10126200.0,-0.032853553324482476,-0.032853553324482476,-0.9585859309586604,-0.9585859309586604,0.03427293502172139,,0.5440659766065055,,80.36743602491727,1.8580500198856313,1.018308779839971,0.8397412400456603,25.420319999999997,31.53906092297805,19.301579077021945
1999-04-20,30.3438,6813200.0,-0.01735458167211279,-0.01735458167211279,-0.497218122707075,-0.497218122707075,0.03490335705711366,,0.554073616166484,,75.68245203021479,1.9248306854030623,1.1996131609525893,0.725217524450473,25.764069999999997,32.18613965396834,19.342000346031654
1999-04-21,30.8438,3861600.0,0.016343544430374113,0.016343544430374113,0.50030443424004,0.50030443424004,0.03266719883304628,,0.5185757048480392,,77.03923673935608,1.9951023671001629,1.358711002182104,0.6363913649180588,26.178134999999997,32.79595398347182,19.560316016528176
1999-04-22,29.9062,3053800.0,-0.030869940945899454,-0.030869940945899454,-0.9007774455952638,-0.9007774455952638,0.03427033069805557,,0.5440246342499857,,69.23792744898006,1.9526280166679726,1.4774944050792778,0.4751336115886948,26.525005,33.16176102478548,19.888248975214523
1999-04-23,30.2812,3108200.0,0.012461241142383006,0.012461241142383006,0.3667298471029858,0.3667298471029858,0.03397934812457088,,0.5394054290982213,,70.52359417574743,1.927012750469899,1.567398074157402,0.359614676312497,26.853125,33.55429504265123,20.151954957348767
1999-04-26,31.0,2673800.0,0.023460146582260144,0.023460146582260144,0.6999025267619727,0.6999025267619727,0.033519162576532056,,0.5321002099958811,,72.86463984777977,1.942323721391979,1.6423832036043176,0.2999405177876615,27.232815,33.9720789002303,20.493551099769697
1999-04-27,31.7812,4822200.0,0.024887715507778907,0.024887715507778907,0.7410560915695981,0.7410560915695981,0.033584118383083984,,0.5331313514579572,,75.17248886997871,1.9945027017851515,1.7128071032404844,0.2816955985446672,27.640625,34.44742140572181,20.83382859427819
1999-04-28,32.2812,4397600.0,0.015610097439049397,0.015610097439049397,0.47015381522686434,0.47015381522686434,0.03320210733909928,,0.5270671141351752,,76.54734206257987,2.0525403336967827,1.7807537493317442,0.27178658436503844,28.081245000000003,34.891873845368714,21.270616154631288
1999-04-29,32.75,3582000.0,0.014417944649286252,0.014417944649286252,0.4503007762247701,0.4503007762247701,0.03201847611759269,,0.5082775509984668,,77.78924795340653,2.112017790793395,1.8470065576240744,0.2650112331693206,28.570305,35.23843415811987,21.902175841880133
1999-04-30,32.1875,8049800.0,-0.017324783657306053,-0.017324783657306053,-0.5259223528072993,-0.5259223528072993,0.032941713857243,,0.5229334957590916,,72.80738627186214,2.089676564407057,1.895540558980671,0.19413600542638587,29.006240000000002,35.40462311233475,22.607856887665253
1999-05-03,32.5938,3631000.0,0.012543907812347932,0.012543907812347932,0.38889945844116436,0.38889945844116436,0.032254886295362814,,0.5120304462251728,,74.09776815742454,2.080770172629645,1.9325864817104659,0.14818369091917916,29.409370000000003,35.63421044964841,23.184529550351602
1999-05-04,32.7188,3782600.0,0.0038277500090804217,0.0038277500090804217,0.12086320857861461,0.12086320857861461,0.03167010088591756,,0.5027472656427855,,74.49870631568501,2.060051259725636,1.9580794373135,0.1019718224121362,29.835935,35.71365887212494,23.958211127875064
1999-05-05,32.5625,2484200.0,-0.004788516731797365,-0.004788516731797365,-0.1502715699358954,-0.1502715699358954,0.031865753008637004,,0.5058531468039706,,72.97758675526728,2.0078737495048244,1.968038299751765,0.039835449753059526,30.25156,35.61965059787066,24.883469402129343
1999-05-06,32.6875,2507800.0,0.0038314223115558654,0.0038314223115558654,0.12032710252083832,0.12032710252083832,0.0318417233631329,,0.5054716880073893,,73.44457251271713,1.9540836916451596,1.965247378130444,-0.01116368648528443,30.67031,35.35021604759495,25.990403952405053
1999-05-07,31.5938,3418800.0,-0.034031843014155516,-0.034031843014155516,-1.0132844103752772,-1.0132844103752772,0.03358567709686916,,0.5331560952722014,,63.15983171700983,1.8024250002548783,1.932682902555331,-0.13025790230045264,31.03125,34.66294019748743,27.399559802512567
1999-05-10,30.875,2857200.0,-0.02301410386284486,-0.02301410386284486,-0.6941716407091266,-0.6941716407091266,0.033153333431102064,,0.5262928523489989,,57.46439510645162,1.6057234614134366,1.867291014326952,-0.2615675529135155,31.290625,33.917282560575096,28.6639674394249
